DBN,school_name,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,AP Test Takers,Total Exams Taken,Number of Exams with scores 3 4 or 5,exams_per_student,high_score_percent,avg_class_size,frl_percent,total_enrollment,ell_percent,sped_percent,selfcontained_num,asian_per,black_per,hispanic_per,white_per,male_per,female_per,Total Cohort,grads_percent,dropout_percent,boro,lat,long
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,49,300,333,301,934,55,73,45,1.3272727272727274,61.64383561643836,24,78.3,606,79.9,4.6,3,0.2,0,99.8,0,49,51,83,59,12,Bronx,40.8703774670004,-73.89816295199967
10X368,INsTECH ACADEMY (M.S. / HIGH SCHOOL 368),111,390,408,383,1181,40,54,17,1.35,31.48148148148148,26,77.9,1126,12.1,14.3,36,4,11.9,81.9,2,48.9,51.1,115,62.6,12.2,Bronx,40.8800500930004,-73.90920904799964
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA),61,392,401,387,1180,2.5,NA,NA,NA,NA,23,75.3,324,9.3,11.1,3,0.9,35.2,59.9,3.1,47.2,52.8,2,NA,NA,Bronx,40.8600122210004,-73.88822960399966
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS),38,343,356,330,1029,2.5,NA,NA,NA,NA,18,92.8,316,80.4,0,NA,7,16.5,72.5,1.9,55.7,44.3,3,NA,NA,NA,NA,NA
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,57,370,371,365,1106,62,83,13,1.3387096774193548,15.66265060240964,21,88.1,473,17.8,20.1,44,2.5,25.2,70.4,1.9,42.3,57.7,134,65.7,22.4,Bronx,40.8703774670004,-73.89816295199967
10X434,BELMONT PREPARATORY HIGH SCHOOL,51,404,418,400,1222,31,45,10,1.4516129032258065,22.22222222222222,22,76.8,407,11.3,15.7,43,3.2,29,65.6,1.7,47.2,52.8,96,63.5,11.5,Bronx,40.8600122210004,-73.88822960399966
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,48,355,350,372,1077,2.5,NA,NA,NA,NA,23,78.3,387,12.4,22.5,41,1.6,35.7,61.5,1.3,43.2,56.8,82,73.2,7.3,Bronx,40.8600122210004,-73.88822960399966
10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY,63,367,385,367,1119,42,47,12,1.119047619047619,25.53191489361702,21,78.9,451,16.6,20.6,46,2.7,27.7,67.8,1.3,63.4,36.6,144,51.4,16,Bronx,40.8600122210004,-73.88822960399966
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,65,366,364,352,1082,44,65,9,1.4772727272727273,13.846153846153847,22,80.2,432,13.4,20.8,33,2.3,30.8,64.6,0.9,44.4,55.6,115,40,12.2,Bronx,40.8600122210004,-73.88822960399966
10X440,DEWITT CLINTON HIGH SCHOOL,443,419,426,410,1255,366,540,262,1.4754098360655739,48.51851851851852,26,74.8,4159,19,14.9,352,6.7,30.8,59.6,2.1,51.1,48.9,1013,56.5,17.5,Bronx,40.8800818400004,-73.88590153299964
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",52,423,420,427,1270,31,35,8,1.1290322580645162,22.857142857142858,23,74.7,423,3.5,7.8,2,0.5,27.2,69.5,2.4,40.7,59.3,82,74.4,7.3,Bronx,40.8703774670004,-73.89816295199967
10X445,BRONX HIGH SCHOOL OF SCIENCE,731,632,688,649,1969,1190,2435,2189,2.046218487394958,89.89733059548254,31,34.2,3013,0.1,0.1,0,63.5,3.5,7.2,25.4,57.8,42.2,668,98.4,0,Bronx,40.8770563680004,-73.88978035099967
10X475,JOHN F. KENNEDY HIGH SCHOOL,109,351,362,339,1052,46,48,19,1.0434782608695652,39.58333333333333,25,77.8,706,23.8,20.8,57,0.7,35.1,62.7,1.4,68.3,31.7,502,35.7,29.3,NA,NA,NA
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,99,414,435,414,1263,83,141,37,1.6987951807228916,26.24113475177305,23,83.9,456,32.2,6.8,0,11,23,57.9,7.5,46.7,53.3,107,88.8,0,Bronx,40.8770494430004,-73.91233659899967
10X478,LEARNING TO WORK GED AT JOHN F. KENNEDY,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10X546,BRONX THEATRE HIGH SCHOOL,68,348,362,354,1064,34,34,NA,1,NA,24,73.7,445,9.4,15.1,21,0.4,28.8,69,1.8,32.1,67.9,108,51.9,18.5,Bronx,40.8770494430004,-73.91233659899967
10X549,DISCOVERY HIGH SCHOOL,55,372,379,364,1115,2.5,NA,NA,NA,NA,24,80,529,20.6,17.8,53,2.1,20.2,75.6,1.3,52.4,47.6,96,64.6,13.5,Bronx,40.8703774670004,-73.89816295199967
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,73,362,382,356,1100,2.5,NA,NA,NA,NA,25,71,1162,18.8,24.1,153,1.5,30.1,67.1,0.9,40,60,362,42,27.1,NA,NA,NA
10X667,GRACE DODGE YABC,10,350,356,317,1023,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,92,636,648,636,1920,194,302,243,1.556701030927835,80.4635761589404,22,20.8,377,0,1.3,0,16.7,10.6,18,53.8,53.8,46.2,78,97.4,1.3,Bronx,40.871255374,-73.89751620399966
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,74,370,381,382,1133,2.5,NA,NA,NA,NA,23,73.9,377,6.1,7.4,8,4.8,56.8,36.3,0.5,35.3,64.7,58,96.6,0,Bronx,40.8741317980004,-73.83380451299968
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,46,400,357,390,1147,28,30,NA,1.0714285714285714,NA,24,72.4,422,8.5,14.5,23,2.4,48.3,47.6,1.7,40.8,59.2,118,66.9,11.9,Bronx,40.8757542110004,-73.86138783399963
11X265,BRONX LAB SCHOOL,81,377,391,367,1135,2.5,NA,NA,NA,NA,22,75.5,482,3.7,15.8,14,2.7,37.8,57.3,1.7,59.5,40.5,94,62.8,7.4,Bronx,40.8757542110004,-73.86138783399963
11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL,56,386,394,361,1141,24,24,NA,1,NA,28,63.7,606,6.3,18.5,45,2.5,63.7,32,0.7,52,48,65,66.2,3.1,Bronx,40.88791921400047,-73.85287161399964
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,72,381,376,354,1111,2.5,NA,NA,NA,NA,28,71.8,550,10.2,20.2,8,3.6,34.9,59.5,1.3,87.3,12.7,90,82.2,3.3,Bronx,40.8757542110004,-73.86138783399963
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,97,444,471,433,1348,79,111,33,1.4050632911392404,29.72972972972973,24,67.9,543,3.3,14,18,9.2,36.8,46.8,7,57.1,42.9,121,74.4,15.7,Bronx,40.8596983160004,-73.86074140399967
11X290,BRONX ACADEMY OF HEALTH CAREERS,69,387,365,383,1135,2.5,NA,NA,NA,NA,27,70.8,483,7.7,19,33,3.3,52.6,41.2,1,32.7,67.3,99,62.6,18.2,Bronx,40.8757542110004,-73.86138783399963
11X299,ASTOR COLLEGIATE ACADEMY,60,387,391,391,1169,36,48,12,1.3333333333333333,25,24,64.4,498,7.6,21.7,23,5.4,35.7,46,11.8,58.6,41.4,111,64.9,9,Bronx,40.8596983160004,-73.86074140399967
11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL,121,367,361,353,1081,34,34,6,1,17.647058823529413,27,59.2,727,18.3,24.1,88,5.8,34.9,46.5,12.7,55.2,44.8,382,41.6,13.6,NA,NA,NA
11X417,YOUNG ADULT BOROUGH CNTR CHRISTOPHER COLUMBUS HS,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,48,419,433,416,1268,26,41,9,1.5769230769230769,21.951219512195124,27,68.7,483,5.2,20.9,26,1.9,29.2,62.3,6.4,58,42,95,62.1,15.8,Bronx,40.85143348500048,-73.86501795899966
11X455,HARRY S TRUMAN HIGH SCHOOL,189,386,397,368,1151,103,135,27,1.3106796116504855,20,29,50.6,1773,9.2,25.1,258,2,51.8,43.8,1.3,60,40,565,59.8,13.8,Bronx,40.8741317980004,-73.83380451299968
11X456,LEARNING TO WORK YABC AT TRUMAN HIGH SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11X513,NEW WORLD HIGH SCHOOL,72,332,381,335,1048,12,12,NA,1,NA,22,79.5,402,80.1,1.5,0,12.4,13.2,70.4,3.2,50,50,62,74.2,3.2,Bronx,40.88791921400047,-73.85287161399964
11X514,THE BRONXWOOD PREPARATORY ACADEMY,48,377,372,363,1112,2.5,NA,NA,NA,NA,23,66.7,416,7,20.9,42,1.9,58.2,37.3,1,61.3,38.7,66,50,15.2,Bronx,40.88791921400047,-73.85287161399964
11X541,GLOBAL ENTERPRISE HIGH SCHOOL,57,372,382,375,1129,2.5,NA,NA,NA,NA,21,80.3,270,14.4,17.8,22,4.1,35.9,54.1,5.6,56.7,43.3,116,50.9,16.4,NA,NA,NA
11X542,PELHAM PREPARATORY ACADEMY,76,431,438,419,1288,46,57,17,1.2391304347826086,29.82456140350877,27,61,507,2.2,14.2,29,2.4,40.2,49.7,6.9,48.1,51.9,111,89.2,3.6,Bronx,40.8596983160004,-73.86074140399967
11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,55,383,378,365,1126,2.5,NA,NA,NA,NA,26,71.9,479,10.2,21.3,34,1,37.2,59.9,1,55.3,44.7,118,60.2,2.5,Bronx,40.8757542110004,-73.86138783399963
11X545,BRONX AEROSPACE HIGH SCHOOL,46,388,393,382,1163,2.5,NA,NA,NA,NA,21,45.6,416,14.7,25.7,45,2.2,23.8,72.6,1.2,82.5,17.5,70,88.6,4.3,Bronx,40.8757542110004,-73.86138783399963
12X245,NEW DAY ACADEMY,25,348,344,354,1046,2.5,NA,NA,NA,NA,20,87,191,11,23,19,1,45.5,53.4,0,48.2,51.8,72,27.8,25,NA,NA,NA
12X248,"METROPOLITAN HIGH SCHOOL, THE",49,347,367,341,1055,25,25,NA,1,NA,23,86.6,339,21.8,20.9,16,1.8,24.2,72.9,0.9,54,46,104,71.2,12.5,Bronx,40.825226060000404,-73.89394988899966
12X251,EXPLORATIONS ACADEMY,57,381,381,360,1122,2.5,NA,NA,NA,NA,21,76.4,362,19.9,21.3,19,1.7,31.2,65.5,1.4,50.8,49.2,69,72.5,17.4,Bronx,40.83593732800045,-73.89046769299966
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,30,361,353,360,1074,2.5,NA,NA,NA,NA,26,61.9,260,10,28.1,29,1.2,39.2,57.7,0.8,24.6,75.4,113,45.1,18.6,NA,NA,NA
12X267,BRONX LATIN,36,408,432,411,1251,2.5,NA,NA,NA,NA,22,79.3,418,13.6,21.5,34,0.2,25.6,73.2,1,49.8,50.2,2,NA,NA,Bronx,40.8277639790004,-73.90038681299967
12X271,EAST BRONX ACADEMY FOR THE FUTURE,46,366,378,358,1102,32,37,NA,1.15625,NA,27,86.2,619,11.6,24.1,40,1.9,29.4,68.3,0.2,53,47,74,67.6,12.2,Bronx,40.8369534260004,-73.88796175799968
12X278,PEACE AND DIVERSITY ACADEMY,34,390,401,364,1155,8,8,NA,1,NA,21,78.8,231,13.9,17.3,12,1.7,43.7,53.7,0.9,45,55,96,49,15.6,Bronx,40.825226060000404,-73.89394988899966
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,30,321,351,298,970,2.5,NA,NA,NA,NA,15,100,406,92.9,0.2,1,0,0,99.8,0,51.5,48.5,NA,NA,NA,Bronx,40.8313664900004,-73.87882327699964
12X428,LEARNING TO WORK YABC AT MONROE ACADEMY,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX,14,380,372,349,1101,2.5,NA,NA,NA,NA,NA,62.1,228,4.8,9.2,0,0.4,41.2,57,0,33.3,66.7,NA,NA,NA,NA,NA,NA
12X478,THE CINEMA SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,23,75.9,223,4,4,0,4.5,28.7,65,1.8,40.8,59.2,NA,NA,NA,Bronx,40.83136453200046,-73.87834467499965
12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,22,72.2,244,16.8,27.5,24,2.5,37.3,59.8,0.4,44.3,55.7,NA,NA,NA,Bronx,40.8277639790004,-73.90038681299967
12X480,BRONX REGIONAL HIGH SCHOOL,16,398,385,398,1181,2.5,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,26.2,6.5,NA,NA,NA
12X550,HIGH SCHOOL OF WORLD CULTURES,42,304,323,312,939,2.5,NA,NA,NA,NA,23,90.6,369,86.4,0.5,0,2.4,10.8,84.6,0.5,52,48,52,69.2,1.9,Bronx,40.8313664900004,-73.87882327699964
12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,72,342,346,341,1029,2.5,NA,NA,NA,NA,22,81.1,477,11.5,26.2,41,0.2,30.6,68.8,0.2,54.1,45.9,119,60.5,7.6,Bronx,40.8308071540004,-73.88602131599964
12X684,WINGS ACADEMY,66,378,374,362,1114,20,27,NA,1.35,NA,25,66.4,538,4.5,22.3,57,1.3,55,42.2,1.3,53.7,46.3,116,66.4,10.3,Bronx,40.8418052210004,-73.87541771299965
12X690,MONROE ACADEMY FOR BUSINESS/LAW,31,375,387,376,1138,7,7,NA,1,NA,23,80.8,249,14.9,18.5,22,2.4,26.9,69.1,0.4,60.6,39.4,137,47.4,26.3,NA,NA,NA
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,43,332,357,349,1038,2.5,NA,NA,NA,NA,22,87.3,466,28.8,20.8,43,0.9,20.4,77.5,1.3,52.6,47.4,112,47.3,11.6,Bronx,40.8313664900004,-73.87882327699964
13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,29,352,349,373,1074,17,22,NA,1.2941176470588236,NA,21,71.1,443,4.3,20.3,42,0.5,72,24.6,1.8,37,63,81,81.5,3.7,Brooklyn,40.6963437730004,-73.97577110199967
13K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,9,439,374,418,1231,2.5,NA,NA,NA,NA,21,59.1,225,3.1,21.3,11,2.7,88.9,7.1,0.4,99.6,0.4,NA,NA,NA,NA,NA,NA
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,52,360,364,356,1080,2.5,NA,NA,NA,NA,22,74.1,431,4.6,22.5,39,1.9,73.3,22.7,0.9,42.7,57.3,96,71.9,7.3,Brooklyn,40.6971747270004,-73.98495968899965
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",37,375,355,384,1114,21,21,NA,1,NA,25,68.9,462,2.4,18,10,0.6,79.2,17.1,1.3,45.5,54.5,78,50,2.6,Brooklyn,40.6925822560004,-73.95887311699965
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",92,399,417,395,1211,52,59,NA,1.1346153846153846,NA,27,60.7,517,7,13.7,21,7.2,77.8,12.2,2.1,56.1,43.9,231,59.3,7.4,Brooklyn,40.6971747270004,-73.98495968899965
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,1277,587,659,587,1833,2117,3692,2687,1.7439773264052905,72.77898158179849,32,50.7,5332,0.1,0.5,0,60.3,10.2,7.9,21.3,58.3,41.7,1097,91.4,0.2,Brooklyn,40.68810742300047,-73.97674507199963
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,90,305,364,312,981,2.5,NA,NA,NA,NA,20,80,367,83.1,0,NA,42.5,20.2,28.6,8.7,48.2,51.8,115,81.7,4.3,Brooklyn,40.6971747270004,-73.98495968899965
13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,105,400,417,389,1206,31,57,24,1.8387096774193548,42.10526315789473,22,60.5,450,0.9,13.3,8,0.9,79.1,17.1,1.1,39.6,60.4,109,84.4,1.8,Brooklyn,40.6946201190004,-73.98862394499963
13K499,ACORN COMMUNITY HIGH SCHOOL,72,384,364,368,1116,64,95,NA,1.484375,NA,27,81,731,2.9,18.6,52,1.2,84.7,12.2,0.8,55.8,44.2,169,73.4,8.300000000000002,Brooklyn,40.67850891400047,-73.96206730599965
13K509,FREEDOM ACADEMY HIGH SCHOOL,29,400,390,403,1193,74,89,NA,1.2027027027027026,NA,23,68,218,1.8,14.2,7,1.4,82.1,15.1,0.9,43.6,56.4,58,62.1,5.2,NA,NA,NA
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,25,62.2,469,1.5,13.2,4,5.1,79.3,11.7,2.6,0,100,NA,NA,NA,Brooklyn,40.6946201190004,-73.98862394499963
13K553,BROOKLYN ACADEMY HIGH SCHOOL,8,435,383,379,1197,2.5,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,16.4,20,NA,NA,NA
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,13,398,391,394,1183,2.5,NA,NA,NA,NA,18,74.6,152,0.7,0,NA,0,83.6,12.5,2,35.5,64.5,52,28.8,3.8,NA,NA,NA
13K595,BEDFORD ACADEMY HIGH SCHOOL,89,438,443,431,1312,43,57,16,1.3255813953488371,28.07017543859649,22,46.7,367,1.1,4.1,1,2.7,89.4,7.1,0.3,49,51,76,92.1,3.9,Brooklyn,40.6853812690004,-73.95426759999964
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,85,406,391,392,1189,35,35,NA,1,NA,27,65,927,1.9,14.1,60,2.8,79.8,15.3,1.3,75.5,24.5,246,52,11,Brooklyn,40.6949444070004,-73.98603532399966
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,18,63.9,212,2.4,7.5,2,0.5,68.4,28.3,1.4,49.5,50.5,88,8,26.1,NA,NA,NA
13K670,BENJAMIN BANNEKER ACADEMY,185,471,472,448,1391,132,149,62,1.128787878787879,41.61073825503356,28,47.4,895,0,3,10,2.7,87,8.8,0.4,46.1,53.9,234,92.3,2.6,Brooklyn,40.6956624130004,-73.96928607699965
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",20,441,499,413,1353,2.5,NA,NA,NA,NA,21,61.9,335,3.6,15.8,24,7.5,58.2,26.3,4.5,79.4,20.6,NA,NA,NA,Brooklyn,40.6949444070004,-73.98603532399966
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,102,365,361,359,1085,16,16,12,1,75,30,76.6,865,24.9,26.7,113,0.2,15.3,80.6,3.4,54.7,45.3,100,40,18,Brooklyn,40.703577361,-73.95323731199966
14K322,FOUNDATIONS ACADEMY,NA,NA,NA,NA,NA,42,53,NA,1.2619047619047619,NA,21,78.7,141,5.7,28.4,21,1.4,66.7,29.8,1.4,56.7,43.3,60,68.3,3.3,Brooklyn,40.6970610830004,-73.94667520499968
14K404,ACADEMY FOR YOUNG WRITERS,68,387,357,381,1125,2.5,NA,NA,NA,NA,23,65.3,400,2.5,12.7,6,0.7,63.5,32.2,3,24.2,75.7,78,76.9,3.8,NA,NA,NA
14K449,"BROOKLYN LATIN SCHOOL, THE",72,586,584,570,1740,2.5,NA,NA,NA,NA,23,53.3,468,0.4,1.1,0,36.8,26.7,17.9,14.5,54.9,45.1,51,92.2,0,Brooklyn,40.70989996000048,-73.94365993499963
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,41,407,386,396,1189,2.5,NA,NA,NA,NA,24,72.9,392,11.5,15.3,8,2,47.7,46.9,2.6,46.2,53.8,96,54.2,15.6,Brooklyn,40.70989996000048,-73.94365993499963
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,144,364,379,371,1114,50,66,NA,1.32,NA,26,84.8,1068,16.1,13,28,0.7,32.6,65.4,1,48.5,51.5,207,64.3,6.3,Brooklyn,40.7119631130004,-73.94043436699963
14K477,SCHOOL FOR LEGAL STUDIES,134,413,396,395,1204,24,27,NA,1.125,NA,27,65.6,759,5.7,13,9,0.9,57.7,39.3,1.7,45.8,54.2,146,58.9,16.4,Brooklyn,40.7119631130004,-73.94043436699963
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",142,398,421,396,1215,94,129,19,1.372340425531915,14.728682170542637,29,74.2,976,9.9,13.2,20,3.2,39.3,55.4,1.9,65.7,34.3,161,83.2,3.1,Brooklyn,40.7119631130004,-73.94043436699963
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,42,367,373,350,1090,28,46,7,1.6428571428571428,15.217391304347828,23,80.3,400,2.7,18.8,8,1.7,58.7,37.7,1,47.7,52.2,75,78.7,6.7,Brooklyn,40.7150375510004,-73.95464995899965
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,72,363,385,364,1112,30,48,NA,1.6,NA,25,82.6,500,7,17.6,14,1.4,38.4,57.2,2.2,72.6,27.4,97,82.5,7.2,Brooklyn,40.7150375510004,-73.95464995899965
14K561,WILLIAMSBURG PREPARATORY SCHOOL,113,397,410,380,1187,31,41,NA,1.3225806451612903,NA,25,81,577,2.8,12.7,4,1.6,25.5,61.5,11.1,51,49,108,86.1,7.4,Brooklyn,40.7150375510004,-73.95464995899965
14K586,LYONS COMMUNITY SCHOOL,31,371,377,355,1103,2.5,NA,NA,NA,NA,21,78.6,527,14.6,22,23,1.1,41.7,54.6,2.1,53.7,46.3,4,NA,NA,Brooklyn,40.70989996000048,-73.94365993499963
14K610,AUTOMOTIVE HIGH SCHOOL,94,367,376,350,1093,2.5,NA,NA,NA,NA,26,67.1,723,4.7,30.3,70,1.4,66.1,30.2,1.7,95.6,4.4,233,54.5,14.2,Brooklyn,40.7226426400004,-73.95258304499964
14K632,FRANCES PERKINS ACADEMY,12,382,372,368,1122,2.5,NA,NA,NA,NA,17,86.9,173,9.8,24.9,6,0,64.7,31.2,4,76.9,23.1,NA,NA,NA,Brooklyn,40.7226426400004,-73.95258304499964
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,28,359,335,341,1035,2.5,NA,NA,NA,NA,22,80.4,218,17,23.4,10,1.8,10.1,87.6,0.5,42.7,57.3,41,68.3,2.4,Brooklyn,40.70576593100048,-73.95572857199966
14K923,AUTOMOTIVE HIGH SCHOOL YABC,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,52,361,367,383,1111,2.5,NA,NA,NA,NA,25,68.2,354,5.9,25.4,30,2.3,54.5,39,3.4,56.2,43.8,91,52.7,3.3,Brooklyn,40.6854518060004,-73.99349146499964
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,76,393,399,387,1179,2.5,NA,NA,NA,NA,23,57.2,692,4.5,29.2,24,4.3,34.2,48.1,12.6,59.1,40.9,76,84.2,3.9,Brooklyn,40.67986399800048,-74.00148225799967
15K462,SECONDARY SCHOOL FOR LAW,59,398,411,394,1203,2.5,NA,NA,NA,NA,26,76.1,473,6.3,12.7,30,2.5,62.4,29.6,5.5,44.2,55.8,89,61.8,4.5,Brooklyn,40.6695981750004,-73.97925552199968
15K463,SECONDARY SCHOOL FOR JOURNALISM,58,397,391,381,1169,22,22,NA,1,NA,24,77,336,16.7,13.4,24,9.2,42,43.2,5.4,42.3,57.7,94,54.3,7.4,Brooklyn,40.6695981750004,-73.97925552199968
15K464,PARK SLOPE COLLEGIATE,72,379,416,380,1175,2.5,NA,NA,NA,NA,27,78,394,9.6,16.5,48,8.6,33.2,51.8,5.3,52.8,47.2,87,58.6,6.9,Brooklyn,40.6695981750004,-73.97925552199968
15K497,SCHOOL FOR INTERNATIONAL STUDIES,64,405,415,392,1212,30,34,NA,1.1333333333333333,NA,24,68.1,486,14.6,15.2,39,6.2,40.9,38.9,14,50.8,49.2,65,63.1,10.8,Brooklyn,40.6854518060004,-73.99349146499964
