DBN,school_name,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,AP Test Takers,Total Exams Taken,Number of Exams with scores 3 4 or 5,exams_per_student,high_score_percent,avg_class_size,frl_percent,total_enrollment,ell_percent,sped_percent,selfcontained_num,asian_per,black_per,hispanic_per,white_per,male_per,female_per,Total Cohort,grads_percent,dropout_percent,boro,lat,long
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,77,398,402,385,1185,25,36,NA,1.44,NA,27,73.4,663,7.5,18.9,62,5.1,71.5,21,2.3,43.9,56.1,142,63.4,14.1,Brooklyn,40.6845791370004,-73.99109316299968
15K520,PACIFIC HIGH SCHOOL,9,352,341,300,993,2.5,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,12.7,12.7,NA,NA,NA
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,10.3,9.300000000000002,NA,NA,NA
15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,28,368,365,368,1101,14,14,NA,1,NA,22,68.2,186,1.1,17.2,16,0.5,80.6,16.7,0,50,50,84,41.7,14.3,NA,NA,NA
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,141,426,421,411,1258,2.5,NA,NA,NA,NA,27,59.3,678,0.1,7.2,14,1.8,76.5,19,2.2,33.9,66.1,100,72,2,Brooklyn,40.68365399000049,-73.98047275099964
15K667,SUNSET PARK HIGH SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,27,79.9,988,14.4,22.3,28,4.7,7.8,80.8,6.7,50.7,49.3,NA,NA,NA,Brooklyn,40.6559528440004,-74.00549732499962
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,8,430,416,425,1271,2.5,NA,NA,NA,NA,19,74,149,2,6,2,0.7,21.5,72.5,4,45,55,55,12.7,12.7,NA,NA,NA
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,20,355,355,358,1068,2.5,NA,NA,NA,NA,22,71,439,1.4,17.1,7,0.9,83.6,14.1,0.5,48.7,51.3,71,77.5,1.4,Brooklyn,40.6921337040004,-73.93150317199962
16K455,BOYS AND GIRLS HIGH SCHOOL,131,365,370,362,1097,22,32,NA,1.4545454545454546,NA,27,61.7,1631,2.5,20.5,167,0.5,90,7.8,0.7,61.7,38.3,530,38.9,19.2,Brooklyn,40.6794330450004,-73.93243176999965
16K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,46,362,372,358,1092,49,80,NA,1.6326530612244898,NA,27,74.5,405,4.7,20.7,44,1,72.8,24.9,0,51.6,48.4,NA,NA,NA,Brooklyn,40.6889255420004,-73.92108409899964
16K594,GOTHAM PROFESSIONAL ARTS ACADEMY,36,370,372,351,1093,2.5,NA,NA,NA,NA,NA,58.6,294,2.4,17.3,10,1,78.6,19.4,0.7,43.2,56.8,3,NA,NA,Brooklyn,40.6804554730004,-73.92219609199964
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,21,57.4,159,6.3,20.8,19,1.9,74.2,20.8,2.5,51.6,48.4,NA,NA,NA,Brooklyn,40.69153776500047,-73.93372578199967
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,59,396,374,369,1139,64,82,7,1.28125,8.536585365853659,25,57,565,5,10.8,9,0.2,92,6.7,1.1,53.8,46.2,69,84.1,4.3,Brooklyn,40.6494396750004,-73.95843119799963
17K408,ACADEMY OF HOSPITALITY AND TOURISM,57,352,342,351,1045,2.5,NA,NA,NA,NA,25,65.5,319,12.9,15.4,4,1.6,84.3,12.9,0.9,49.8,50.2,81,69.1,3.7,Brooklyn,40.6494396750004,-73.95843119799963
17K467,ERASMUS YABC,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,7,394,364,334,1092,2.5,NA,NA,NA,NA,22,70.3,199,0.5,11.1,0,1,93.5,4,0.5,45.7,54.3,81,19.8,34.6,NA,NA,NA
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,71,287,335,291,913,2.5,NA,NA,NA,NA,24,80.9,401,91,1,0,28.4,29.2,27.9,14.2,59.1,40.9,84,39.30000000000001,8.300000000000002,Brooklyn,40.6702989070004,-73.96164787599963
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,46,403,385,388,1176,20,34,NA,1.7,NA,26,68.7,343,5.2,13.4,20,1.5,89.2,7.3,1.5,50.1,49.9,104,61.5,14.4,Brooklyn,40.6702989070004,-73.96164787599963
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",35,348,381,359,1088,2.5,NA,NA,NA,NA,31,73.2,386,6.2,15,9,0.8,88.9,8.3,1.6,51.6,48.4,60,81.7,6.7,Brooklyn,40.659517006,-73.94254649899966
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,38,377,404,372,1153,2.5,NA,NA,NA,NA,23,68.3,406,3.7,14.5,20,0.5,89.4,8.4,1.5,52,48,74,0,8.1,Brooklyn,40.659517006,-73.94254649899966
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,73,338,349,340,1027,21,37,NA,1.7619047619047619,NA,23,60.9,385,9.1,15.8,8,1,87.3,9.1,1,61.6,38.4,100,56,8,Brooklyn,40.6494396750004,-73.95843119799963
17K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,61,362,375,368,1105,2.5,NA,NA,NA,NA,28,65.3,422,8.8,19.2,12,2.1,87,9,1.7,63.3,36.7,116,77.6,12.9,Brooklyn,40.6494396750004,-73.95843119799963
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",69,457,462,441,1360,2.5,NA,NA,NA,NA,23,63.3,521,0,2.3,0,3.1,83.9,9.4,1.3,53,47,76,98.7,0,Brooklyn,40.6494396750004,-73.95843119799963
17K544,INTERNATIONAL ARTS BUSINESS SCHOOL,54,386,391,369,1146,2.5,NA,NA,NA,NA,23,69.3,390,7.9,17.4,24,0.8,86.9,10,1.3,47.9,52.1,108,49.1,6.5,NA,NA,NA
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,79,418,441,414,1273,106,130,13,1.2264150943396226,10,23,70.3,417,0.5,4.1,1,3.6,82.5,12.2,0.7,24.9,75.1,93,94.6,0,Brooklyn,40.659517006,-73.94254649899966
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,63,388,382,373,1143,49,59,NA,1.2040816326530612,NA,21,80.9,471,6.8,11.9,12,4,79.6,14.2,1.5,54.4,45.6,110,69.1,5.5,Brooklyn,40.6702989070004,-73.96164787599963
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE,48,385,393,373,1151,37,41,9,1.1081081081081081,21.951219512195124,26,60.5,412,0.5,12.1,3,1,82.8,15.3,1,32.8,67.2,88,73.9,2.3,Brooklyn,40.6702989070004,-73.96164787599963
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,16,372,356,335,1063,2.5,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,12,20,NA,NA,NA
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,165,476,481,479,1436,272,507,86,1.8639705882352942,16.962524654832347,28,59.1,1104,0,0.5,0,0.9,95.7,2.8,0,41.8,58.2,156,93.6,3.8,Brooklyn,40.6671620820004,-73.95085795499966
17K600,CLARA BARTON HIGH SCHOOL,259,425,413,413,1251,135,211,63,1.5629629629629629,29.85781990521327,29,73,1608,8.3,12.7,133,1.8,91.2,5.8,0.7,23.8,76.2,488,60.7,12.9,Brooklyn,40.6702705570004,-73.96165482399965
17K625,PAUL ROBESON HIGH SCHOOL,53,365,363,355,1083,50,51,NA,1.02,NA,25,77.9,326,3.4,25.5,31,0.9,87.1,9.5,1.5,54.9,45.1,292,46.6,12.7,NA,NA,NA
17K751,ACADEMY FOR HEALTH CAREERS,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,87.7,138,8,15.2,12,3.6,81.2,13.8,1.4,27.5,72.5,NA,NA,NA,Brooklyn,40.6754023070004,-73.93888117599965
18K563,IT TAKES A VILLAGE ACADEMY,56,313,320,330,963,2.5,NA,NA,NA,NA,21,76.5,382,30.4,11.5,3,1.8,92.9,4.5,0.5,49,51,4,NA,NA,Brooklyn,40.6486636630004,-73.92189876199967
18K566,BROOKLYN GENERATION SCHOOL,29,374,377,394,1145,2.5,NA,NA,NA,NA,20,60.5,331,5.7,19.6,10,1.5,88.8,8.5,0.9,61,39,4,NA,NA,Brooklyn,40.6326274300004,-73.91779798899967
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,54,383,358,377,1118,2.5,NA,NA,NA,NA,26,67.8,382,5,18.6,7,0.5,84.3,12.8,2.1,36.1,63.9,3,NA,NA,Brooklyn,40.6326274300004,-73.91779798899967
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,43,368,378,346,1092,2.5,NA,NA,NA,NA,26,62.6,294,9.5,20.1,6,0,88.1,8.8,1.7,64.3,35.7,5,NA,NA,Brooklyn,40.6486636630004,-73.92189876199967
18K576,VICTORY COLLEGIATE HIGH SCHOOL,63,387,377,379,1143,2.5,NA,NA,NA,NA,25,64.1,325,5.2,16.6,8,0.3,93.5,5.8,0,48.9,51.1,3,NA,NA,Brooklyn,40.6326274300004,-73.91779798899967
18K578,BROOKLYN BRIDGE ACADEMY,17,384,362,351,1097,2.5,NA,NA,NA,NA,17,65,217,2.8,11.1,3,0.9,88,9.2,0.9,58.5,41.5,87,14.9,16.1,NA,NA,NA
18K589,ARTS & MEDIA PREPARATORY ACADEMY,48,361,360,359,1080,2.5,NA,NA,NA,NA,20,54.4,293,3.4,17.4,7,0.7,89.4,9.6,0,47.4,52.6,4,NA,NA,Brooklyn,40.6584570300004,-73.92903317399964
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,37,404,393,386,1183,2.5,NA,NA,NA,NA,20,61.3,310,8.1,18.1,15,1.3,85.8,10.6,1.3,66.5,33.5,NA,NA,NA,Brooklyn,40.64184426800045,-73.89868729099965
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,33,393,395,381,1169,2.5,NA,NA,NA,NA,18,71.6,299,7.7,18.4,7,1.3,86.6,11.4,0.7,51.5,48.5,2,NA,NA,Brooklyn,40.6486636630004,-73.92189876199967
18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,75,386,380,393,1159,2.5,NA,NA,NA,NA,27,75.2,460,3.3,10.4,7,1.7,85,12.4,0.2,21.5,78.5,NA,NA,NA,Brooklyn,40.64184426800045,-73.89868729099965
18K635,OLYMPUS ACADEMY,7,400,370,370,1140,2.5,NA,NA,NA,NA,15,51.1,203,1.5,9.4,0,1,86.2,11.3,1,50.2,49.8,101,16.8,8.9,NA,NA,NA
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,35,363,381,367,1111,2.5,NA,NA,NA,NA,20,54.5,274,6.9,16.8,10,2.2,83.9,12,1.5,54.7,45.3,NA,NA,NA,Brooklyn,40.6326274300004,-73.91779798899967
18K642,URBAN ACTION ACADEMY,40,376,385,374,1135,2.5,NA,NA,NA,NA,21,76.4,305,11.1,12.5,9,2.3,82.3,10.5,3.9,62.6,37.4,NA,NA,NA,Brooklyn,40.64184426800045,-73.89868729099965
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,12,410,403,378,1191,2.5,NA,NA,NA,NA,19,56.7,203,0.5,8.9,1,1,88.7,9.4,0.5,52.2,47.8,69,4.3,8.700000000000001,NA,NA,NA
19K409,EAST NEW YORK FAMILY ACADEMY,54,416,432,394,1242,2.5,NA,NA,NA,NA,19,72.2,433,0.5,2.1,0,0.5,67.2,30.3,1.4,43.2,56.8,91,79.1,3.3,Brooklyn,40.6606370240004,-73.88634164999962
19K420,FRANKLIN K. LANE HIGH SCHOOL,NA,NA,NA,NA,NA,10,10,NA,1,NA,20,64.3,112,38.4,12.5,2,4.5,11.6,82.1,1.8,51.8,48.2,494,38.30000000000001,23.5,NA,NA,NA
19K431,THOMAS JEFFERSON YABC,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,37,341,349,333,1023,2.5,NA,NA,NA,NA,24,70.9,381,5,21,11,1,73.8,23.4,1.6,81.1,18.9,87,55.2,23,Brooklyn,40.6675531110004,-73.89480053699964
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,47,363,349,342,1054,12,18,NA,1.5,NA,26,60.5,401,9.7,16.2,14,2,74.3,22.2,1,54.4,45.6,111,59.5,10.8,Brooklyn,40.6675531110004,-73.89480053699964
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,61,380,386,383,1149,2.5,NA,NA,NA,NA,25,76,453,4.9,19.6,26,0.7,81.5,17.4,0,51.4,48.6,111,68.5,8.1,Brooklyn,40.6675531110004,-73.89480053699964
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,68,371,365,370,1106,22,22,NA,1,NA,24,72.6,380,4.2,14.7,13,2.1,81.1,14.2,1.3,36.8,63.2,95,24.2,8.4,Brooklyn,40.6675531110004,-73.89480053699964
19K583,MULTICULTURAL HIGH SCHOOL,29,279,322,286,887,44,44,39,1,88.63636363636364,24,73.4,406,94.6,1,0,0,0.2,99.8,0,49.8,50.2,3,NA,NA,Brooklyn,40.6911439620004,-73.86842605699962
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,182,395,418,380,1193,138,164,18,1.1884057971014492,10.975609756097562,27,62.3,1317,2.4,14.2,66,4.4,70.5,23.2,1.5,84.1,15.9,346,65.3,7.2,Brooklyn,40.678230731,-73.87597301199963
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,60,371,371,354,1096,2.5,NA,NA,NA,NA,23,75.8,404,12.1,19.3,17,7.4,38.4,50.2,3,70.3,29.7,1,NA,NA,Brooklyn,40.6911439620004,-73.86842605699962
19K639,BROOKLYN LAB SCHOOL,57,360,385,363,1108,2.5,NA,NA,NA,NA,25,76,397,15.4,19.4,21,1.5,30.7,65,1.3,58.4,41.6,1,NA,NA,Brooklyn,40.6911439620004,-73.86842605699962
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,51,376,385,368,1129,21,21,10,1,47.61904761904761,24,67.1,437,16.2,11.7,13,8.2,16.9,73.2,1.4,47.8,52.2,106,57.5,7.5,Brooklyn,40.6911439620004,-73.86842605699962
19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,74,370,369,363,1102,46,46,NA,1,NA,25,73.3,590,5.3,26.6,93,0.5,71.9,25.4,0.7,29.8,70.2,226,43.4,20.4,Brooklyn,40.67422421400044,-73.89645352099967
19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS",38,383,400,374,1157,2.5,NA,NA,NA,NA,26,81.9,311,9,17.7,34,10,54.3,34.7,0.6,37.6,62.4,NA,NA,NA,Brooklyn,40.6706832500004,-73.87421747999963
20K445,NEW UTRECHT HIGH SCHOOL,456,402,471,399,1272,174,271,95,1.5574712643678161,35.05535055350554,28,59,3276,23,15.6,182,35.9,5.5,28,30.5,59.3,40.7,621,64.3,5.8,Brooklyn,40.6134244940004,-74.00365376599967
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,238,425,474,424,1323,251,413,123,1.6454183266932272,29.782082324455207,30,67.3,1280,4.9,19.4,46,19.2,9.5,54.1,16.8,53.5,46.5,297,75.8,6.1,Brooklyn,40.6372457160004,-74.02381647299967
20K490,FORT HAMILTON HIGH SCHOOL,694,417,478,411,1306,357,576,331,1.6134453781512605,57.46527777777778,28,45.9,4275,21.2,12.8,270,30.3,5,30.2,34.2,53.4,46.6,986,65.9,14.2,Brooklyn,40.6279133730004,-74.03995233799964
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,385,383,486,375,1244,228,340,186,1.4912280701754386,54.70588235294118,28,74.3,3108,39.4,10.8,186,44.2,9.4,27.3,18.6,58.4,41.6,859,52.7,22.5,Brooklyn,40.62026337300045,-73.98201099999966
20K609,THE URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,13,82.7,374,15.5,17.1,6,35,33.7,21.9,9.1,0,100,NA,NA,NA,Brooklyn,40.6349080950004,-73.98151907699963
20K658,FRANKLIN DELANO ROOSEVELT YABC,18,338,477,316,1131,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,54,326,386,314,1026,2.5,NA,NA,NA,NA,17,73.8,343,89.2,0.3,1,42,14,21,22.7,58.9,41.1,71,43.7,9.9,Brooklyn,40.5935938110004,-73.98472923199967
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,54,402,427,408,1237,34,64,NA,1.8823529411764706,NA,26,70.4,481,11,16,4,12.3,24.1,25.8,37.6,53.6,46.4,113,62.8,7.1,Brooklyn,40.58211615000044,-73.97289449199963
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,39,388,398,378,1164,10,10,NA,1,NA,26,69.2,370,2.4,14.6,11,2.7,68.4,23,5.9,88.9,11.1,65,75.4,9.200000000000001,Brooklyn,40.5935938110004,-73.98472923199967
21K410,ABRAHAM LINCOLN HIGH SCHOOL,475,396,437,393,1226,133,193,18,1.4511278195488722,9.32642487046632,28,53.3,2595,16.7,11.5,126,19.3,35.1,20.1,25.1,56.4,43.6,620,57.1,16,Brooklyn,40.5823083630004,-73.96746574699966
21K412/21K411,ABRAHAM LINCOLN YABC/LEARNING TO WORK GED AT ABRAHAM LINCOLN,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,25,70,472,2.8,15.7,0,7.2,25,22.7,44.7,57.8,42.2,NA,NA,NA,Brooklyn,40.5935938110004,-73.98472923199967
21K525,EDWARD R. MURROW HIGH SCHOOL,727,468,496,467,1431,397,577,307,1.4534005037783375,53.20623916811091,30,28.5,4022,9.1,14.1,249,27.1,24.1,17.6,30.8,42.4,57.6,938,74.8,5.9,Brooklyn,40.6205043580004,-73.95923393299967
21K540,JOHN DEWEY HIGH SCHOOL,448,404,468,390,1262,232,370,154,1.5948275862068966,41.62162162162162,28,58.7,2168,19.6,8.7,83,39.1,30.6,19.1,10.8,51.5,48.5,603,57.5,12.6,Brooklyn,40.58923809800046,-73.981746523999675
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,40,384,375,365,1124,2.5,NA,NA,NA,NA,24,72,251,4.8,20.3,6,4.8,44.6,29.9,20.3,51,49,1,NA,NA,Brooklyn,40.5935938110004,-73.98472923199967
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,40,353,370,356,1079,2.5,NA,NA,NA,NA,21,64.4,226,21.7,16.4,3,19.5,19.5,41.2,19.5,51.3,48.7,3,NA,NA,Brooklyn,40.5935938110004,-73.98472923199967
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,95,394,414,376,1184,2.5,NA,NA,NA,NA,26,74.3,956,3.1,22.7,100,3.2,74.9,14,6.9,78,22,281,42.3,21.4,Brooklyn,40.5825480380004,-73.96371622099963
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,119,429,449,435,1313,39,43,13,1.1025641025641026,30.23255813953488,27,49.9,876,8.4,18.7,3,12.8,7.2,23.1,56.5,50.1,49.9,140,67.9,15,Brooklyn,40.604877,-73.99441715399968
21K728,LIBERATION DIPLOMA PLUS,10,411,369,373,1153,2.5,NA,NA,NA,NA,15,82.3,191,1.6,6.3,1,2.6,44,37.7,15.2,41.9,58.1,65,26.2,12.3,NA,NA,NA
22K405,MIDWOOD HIGH SCHOOL,824,478,519,476,1473,745,1223,758,1.6416107382550336,61.97874080130826,32,41.2,3842,3.7,5.2,68,31.7,35.2,11.7,21.2,45.3,54.7,872,86.8,1.6,Brooklyn,40.6333354940004,-73.95291606399962
22K425,JAMES MADISON HIGH SCHOOL,518,436,475,439,1350,323,463,188,1.4334365325077398,40.60475161987041,30,58.3,3076,13.2,12.4,118,20.8,17.9,14.5,46.4,54.4,45.6,1076,66.3,13.8,Brooklyn,40.6097584810004,-73.94845183699965
22K495,SHEEPSHEAD BAY HIGH SCHOOL,236,383,392,370,1145,37,59,27,1.5945945945945945,45.76271186440678,26,53.1,1928,21.7,13.1,122,12,61.8,15.8,10.1,53.2,46.8,537,57.9,21.8,NA,NA,NA
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,259,524,561,542,1627,367,575,382,1.5667574931880108,66.43478260869566,32,29,1022,0.5,7.3,0,13.5,9.4,10.8,65.6,41.2,58.8,253,96.4,2.4,Brooklyn,40.580847136,-73.93608856899965
22K555,BROOKLYN COLLEGE ACADEMY,131,456,456,440,1352,2.5,NA,NA,NA,NA,26,48.4,630,0.2,1.7,0,5.9,77.9,12.4,2.7,36.3,63.7,120,95.8,0,Brooklyn,40.6492006270004,-73.97169462099964
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,60,389,409,387,1185,15,16,NA,1.0666666666666667,NA,25,74.5,580,1.6,12.1,27,1.9,88.1,8.3,0.5,50.7,49.3,70,62.9,7.1,Brooklyn,40.6741373830004,-73.91349449099965
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,55,361,371,359,1091,39,40,NA,1.0256410256410255,NA,23,66.9,365,1.4,20.3,21,0.8,88.5,10.4,0,48.5,51.5,92,70.7,6.5,Brooklyn,40.66581091200049,-73.91169964499966
23K643,BROOKLYN DEMOCRACY ACADEMY,11,349,338,331,1018,2.5,NA,NA,NA,NA,NA,62.3,205,2.4,16.1,4,1.5,85.9,11.7,0.5,47.8,52.2,97,26.8,11.3,NA,NA,NA
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,7,311,371,311,993,2.5,NA,NA,NA,NA,19,72.5,275,2.2,7.3,1,1.5,77.8,20,0.4,46.2,53.8,117,13.7,29.1,NA,NA,NA
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,17,350,346,332,1028,2.5,NA,NA,NA,NA,21,72.1,181,1.1,8.8,1,0,86.2,13.8,0,48.6,51.4,97,22.7,16.5,NA,NA,NA
23K697,TEACHERS PREPARATORY HIGH SCHOOL,69,392,416,388,1196,33,37,NA,1.121212121212121,NA,25,69.8,566,1.8,11,35,0.7,84.8,13.1,1.2,34.1,65.9,99,72.7,3,Brooklyn,40.66581091200049,-73.91169964499966
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,89,405,454,421,1280,95,137,40,1.4421052631578948,29.1970802919708,24,62.8,420,7.9,9.8,2,17.9,9.8,56.4,15.2,49.3,50.7,90,90,2.2,Queens,40.7450935190004,-73.93681389799963
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,39,406,413,400,1219,46,48,NA,1.0434782608695652,NA,22,66.9,388,10.3,16.2,2,13.9,12.9,57.2,16,43.8,56.2,101,80.2,3,Queens,40.7450935190004,-73.93681389799963
24Q293,CIVIC LEADERSHIP ACADEMY,69,404,429,407,1240,2.5,NA,NA,NA,NA,23,71,449,9.1,18.5,4,7.8,9.1,79.3,3.3,44.5,55.5,NA,NA,NA,Queens,40.7433028730004,-73.87057497699965
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,55,317,323,311,951,2.5,NA,NA,NA,NA,20,78.3,366,91.3,0.8,0,0,0,100,0,47.8,52.2,1,NA,NA,Queens,40.7433028730004,-73.87057497699965
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,155,545,568,550,1663,2.5,NA,NA,NA,NA,20,39.2,631,0.3,0,NA,32,16.2,21.2,30.3,39.3,60.7,50,96,0,Queens,40.7450935190004,-73.93681389799963
24Q455,NEWTOWN HIGH SCHOOL,320,383,440,380,1203,174,200,117,1.1494252873563218,58.5,27,56.2,2572,30,10.3,112,24.6,9.3,60.3,5.3,57.5,42.5,773,49.4,16.2,Queens,40.7412052000004,-73.87472988399963
24Q457,YOUNG ADULT BOROUGH CENTER AT ARTS AND BUSINESS HS,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24Q485,GROVER CLEVELAND HIGH SCHOOL,241,395,420,396,1211,200,274,112,1.37,40.87591240875913,27,41.4,2069,21.6,12.7,122,9.1,4.4,63.5,22.7,55,45,703,54.2,17.1,Queens,40.7112221950004,-73.90865212999967
