DBN,school_name,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,AP Test Takers,Total Exams Taken,Number of Exams with scores 3 4 or 5,exams_per_student,high_score_percent,avg_class_size,frl_percent,total_enrollment,ell_percent,sped_percent,selfcontained_num,asian_per,black_per,hispanic_per,white_per,male_per,female_per,Total Cohort,grads_percent,dropout_percent,boro,lat,long
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,58,399,393,385,1177,2.5,NA,NA,NA,NA,18,58.9,497,0.2,13.1,0,7.8,9.5,71.4,11.3,52.9,47.1,94,70.2,10.6,Queens,40.74414953600046,-73.93362674099967
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,69,326,409,329,1064,2.5,NA,NA,NA,NA,17,75.7,493,76.5,0,NA,43,2,44,10.3,46,54,124,48.4,8.1,Queens,40.74414953600046,-73.93362674099967
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,138,391,403,380,1174,198,320,73,1.6161616161616161,22.8125,27,69.6,828,13.3,12.2,7,9.1,8.3,79.2,3,43.1,56.9,187,67.4,9.1,Queens,40.7374181700004,-73.85330572999965
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",80,443,447,440,1330,2.5,NA,NA,NA,NA,26,60.5,601,3.8,12.3,2,20.8,6.2,62.4,10.5,46.6,53.4,95,62.1,4.2,Queens,40.74226351500044,-73.93687612099967
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,155,417,447,406,1270,27,27,20,1,74.07407407407408,28,71.9,1368,6.4,13.7,62,10.2,6.9,74.2,8.7,60.3,39.7,271,70.8,10.7,Queens,40.7421886940004,-73.92824329199965
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,396,445,496,423,1364,130,140,61,1.0769230769230769,43.57142857142857,28,61.2,2201,3.2,5.3,49,27.1,6.8,55.3,10.1,85.3,14.7,368,74.5,1.4,Queens,40.743593644,-73.92907786499967
24Q744,VOYAGES PREPARATORY,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,59.1,248,3.6,6,0,8.1,23,61.7,6.9,50.4,49.6,85,11.8,11.8,NA,NA,NA
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",58,455,498,443,1396,2.5,NA,NA,NA,NA,25,41.3,587,2.7,11.8,0,40.2,17,24.2,18.1,46.7,53.3,NA,NA,NA,Queens,40.7245229840004,-73.80942798999968
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,45,314,417,318,1049,2.5,NA,NA,NA,NA,19,84.1,422,88.6,0.7,0,64.5,1.2,32.7,1.7,57.3,42.7,86,59.3,10.5,Queens,40.76041417000044,-73.81837627799968
25Q281,EASTsWEST SCHOOL OF INTERNATIONAL STUDIES,59,416,463,392,1271,2.5,NA,NA,NA,NA,29,53.3,616,13.6,9.4,1,62.7,14.8,17.9,3.4,54.1,45.9,75,85.3,0,Queens,40.7493028050004,-73.82180810599965
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,63,471,489,481,1441,65,87,18,1.3384615384615384,20.689655172413794,25,33.5,595,0.8,17.8,0,19.3,8.4,20.3,51.6,42.2,57.8,82,86.6,1.2,Queens,40.7651232730004,-73.79005967599966
25Q425,JOHN BOWNE HIGH SCHOOL,558,397,451,395,1243,176,229,116,1.3011363636363635,50.65502183406113,29,68.2,3660,24.7,9.8,162,34.3,19.2,40.7,5.2,49.2,50.8,688,56.1,20.6,Queens,40.7386972030004,-73.82479482099967
25Q460,FLUSHING HIGH SCHOOL,347,393,441,382,1216,324,424,136,1.308641975308642,32.075471698113205,30,67.6,3113,20,11.7,137,19.9,26.5,49.8,3.2,55.8,44.2,588,56.5,20.7,Queens,40.76524347100047,-73.82785528199963
25Q467,FLUSHING YABC,9,378,373,344,1095,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25Q525,TOWNSEND HARRIS HIGH SCHOOL,278,621,651,638,1910,613,796,625,1.298531810766721,78.5175879396985,29,29.2,1140,0,0.2,0,55.5,5.9,12.9,24.6,28.9,71.1,278,100,0,Queens,40.7344084100004,-73.82141748299966
25Q540,QUEENS ACADEMY HIGH SCHOOL,17,398,382,388,1168,2.5,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,22,10.6,NA,NA,NA
25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,99,431,458,441,1330,77,112,43,1.4545454545454546,38.392857142857146,30,46.4,721,7.5,18.4,7,28.4,11.5,35.4,24.5,53.8,46.2,159,56.6,8.200000000000001,Queens,40.7256031610004,-73.81072114699964
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,7,379,421,377,1177,2.5,NA,NA,NA,NA,20,54.1,198,1.5,11.6,1,10.1,42.4,33.3,14.1,45.5,54.5,62,19.4,11.3,NA,NA,NA
26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,888,480,545,489,1514,676,1145,796,1.6937869822485208,69.51965065502183,31,37.3,3912,6.1,11.5,173,45.7,18.4,18.6,16.8,47.4,52.6,981,80.1,4.5,Queens,40.7523924240004,-73.75608335799967
26Q430,FRANCIS LEWIS HIGH SCHOOL,934,468,539,467,1474,697,1033,583,1.4820659971305596,56.437560503388184,30,51.6,4152,13.2,12.3,214,51.9,8.3,24.1,15.5,49.2,50.8,1209,74.2,5.1,Queens,40.7405557140004,-73.79284814599964
26Q435,MARTIN VAN BUREN HIGH SCHOOL,334,391,397,384,1172,71,101,15,1.4225352112676057,14.85148514851485,27,38.2,2390,9.9,11.5,138,24.1,56.4,15.1,2.9,54.3,45.7,755,62.8,8.5,Queens,40.7328171090004,-73.73965041299965
26Q495,BAYSIDE HIGH SCHOOL,708,462,523,464,1449,480,686,413,1.4291666666666667,60.204081632653065,32,52.4,3308,5.7,10.6,119,45.2,12.7,22.3,19.6,49.4,50.6,902,80.2,6.4,Queens,40.77186724200049,-73.78038695199967
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",175,425,434,420,1279,2.5,NA,NA,NA,NA,29,39.5,1196,2.5,13.9,18,23.8,46.3,16.8,12.3,45.8,54.2,281,83.6,3.2,Queens,40.74490436100046,-73.72690964199967
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,87,387,385,373,1145,2.5,NA,NA,NA,NA,25,57.1,445,4,13.9,23,3.8,67,27,1.3,52.6,47.4,95,71.6,4.2,Queens,40.60198933600048,-73.76283432299965
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,74,432,419,401,1252,43,69,18,1.6046511627906976,26.08695652173913,26,58,636,1.3,10.5,12,5.7,55.2,27.5,11.2,51.1,48.9,71,94.4,0,Queens,40.5860071870004,-73.82308944399966
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",44,391,401,364,1156,2.5,NA,NA,NA,NA,23,75.7,310,10.6,16.1,14,4.2,60.3,30,4.5,54.5,45.5,2,NA,NA,Queens,40.60198933600048,-73.76283432299965
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,93,423,426,416,1265,2.5,NA,NA,NA,NA,30,66.4,578,3.6,15.9,45,26.8,7.6,42.6,21.8,48.1,51.9,NA,NA,NA,Queens,40.671769478,-73.84497773899966
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,36,367,379,348,1094,2.5,NA,NA,NA,NA,23,64.2,527,10.6,14,20,9.1,52.6,34.2,3.2,43.8,56.2,NA,NA,NA,Queens,40.60198933600048,-73.76283432299965
27Q323,SCHOLARS' ACADEMY,89,499,537,496,1532,55,121,57,2.2,47.107438016528924,26,35.9,1062,0,1,0,22,19.2,15.9,41.6,43.9,56.1,NA,NA,NA,Queens,40.5841313740004,-73.82568121199967
27Q400,AUGUST MARTIN HIGH SCHOOL,101,377,371,360,1108,19,28,NA,1.4736842105263157,NA,29,65.1,1029,4.3,16.5,85,6.2,79.9,11.5,1.7,55.2,44.8,288,53.5,16.7,Queens,40.6755268090004,-73.78343251299964
27Q410,BEACH CHANNEL HIGH SCHOOL,78,384,396,354,1134,2.5,NA,NA,NA,NA,29,65.5,684,11.3,21.8,63,2,46.8,44.3,6.3,57.5,42.5,389,48.6,15.7,NA,NA,NA
27Q475,RICHMOND HILL HIGH SCHOOL,404,382,404,368,1154,142,170,55,1.1971830985915493,32.35294117647059,30,61.8,2585,17.4,13.7,135,32.9,16.8,46.4,3.2,53,47,867,52,19.8,Queens,40.695649222,-73.83358480499965
27Q480,JOHN ADAMS HIGH SCHOOL,403,391,409,392,1192,140,168,33,1.2,19.642857142857142,27,75.5,3386,16,12.1,147,27.5,27.7,37.1,3.6,54.5,45.5,808,56.9,17.6,Queens,40.67983140100045,-73.83832266399963
27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",194,429,491,425,1345,91,109,21,1.1978021978021978,19.26605504587156,27,53.7,924,0.4,5.8,0,30.7,11.3,41.6,15.4,67.3,32.7,177,88.1,1.1,Queens,40.6893968260004,-73.84064100099965
28Q284,YORK EARLY COLLEGE ACADEMY,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,25,60.2,489,0,9.6,0,23.5,64.2,10.2,0.6,51.1,48.9,NA,NA,NA,Queens,40.6969373580004,-73.78698154099965
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,68,420,445,400,1265,2.5,NA,NA,NA,NA,23,61.5,529,8.1,12.3,1,27,49,18.5,3,49.9,50.1,NA,NA,NA,Queens,40.71357745900047,-73.79651782499963
28Q325,HILLSIDE ARTS & LETTERS ACADEMY,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,23,65.6,200,12.5,11,4,28,39,21,6.5,47,53,NA,NA,NA,Queens,40.71357745900047,-73.79651782499963
28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,6,403,408,367,1178,2.5,NA,NA,NA,NA,28,74.5,251,2,6,1,2.4,61.4,17.5,10,45.4,54.6,NA,NA,NA,NA,NA,NA
28Q350,JAMAICA GATEWAY TO THE SCIENCES,25,430,452,425,1307,2.5,NA,NA,NA,NA,NA,60,224,4.5,7.1,3,45.1,36.6,15.2,2.7,46.4,53.6,NA,NA,NA,Queens,40.71357745900047,-73.79651782499963
28Q440,FOREST HILLS HIGH SCHOOL,762,456,497,454,1407,733,1116,526,1.5225102319236017,47.132616487455195,31,41.2,3834,8.9,11.3,147,26.5,9,30.2,33.7,48.1,51.9,959,84.6,2.5,Queens,40.72943157200046,-73.84562907299966
28Q470,JAMAICA HIGH SCHOOL,90,342,368,353,1063,64,76,8,1.1875,10.526315789473683,25,55.8,564,29.4,14,34,31,41.7,25.9,1.1,58.9,41.1,394,48.2,18.8,NA,NA,NA
28Q505,HILLCREST HIGH SCHOOL,462,395,413,386,1194,241,362,50,1.5020746887966805,13.812154696132598,29,65,3103,15,9,40,36.5,36.6,22.8,2.9,46.1,53.9,766,64,12.4,Queens,40.7087575550004,-73.80212748599968
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,422,452,478,442,1372,183,244,100,1.3333333333333333,40.98360655737705,30,54.3,2252,1.4,11.4,111,50.9,23.7,21.1,3.2,65.1,34.9,819,84.9,5.4,Queens,40.7158762610004,-73.79882238899967
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,99,513,523,502,1538,89,136,57,1.5280898876404494,41.911764705882355,28,55.8,783,0.1,1.7,12,36.5,44.8,15.7,2.7,38.1,61.9,117,93.2,0,Queens,40.71881009400044,-73.80650045499965
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,30,47.3,663,3.6,16,20,12.1,4.8,38.6,40.4,49.6,50.4,NA,NA,NA,Queens,40.71043554800047,-73.85063015499964
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,121,612,660,596,1868,215,338,275,1.572093023255814,81.36094674556213,26,25.6,418,0.2,0.2,0,74.4,10.5,7.9,6.7,56.5,43.5,107,95.3,0,Queens,40.700998767,-73.79815352399964
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,74,406,406,384,1196,19,19,NA,1,NA,29,58.3,536,2.1,16.6,42,8.4,73.7,15.1,1.3,53,47,126,76.2,7.9,Queens,40.6861780830004,-73.78408297499965
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",68,439,445,432,1316,6,6,NA,1,NA,22,56.9,510,2.7,9,1,21,57.3,18.4,2.4,0,100,NA,NA,NA,Queens,40.7082078260004,-73.80407794599967
29Q248,QUEENS PREPARATORY ACADEMY,52,360,380,359,1099,15,15,NA,1,NA,26,52.6,441,4.5,11.3,6,5.2,84.4,8.2,0.9,56,44,95,71.6,10.5,Queens,40.6682322880004,-73.75683989399965
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,46,401,397,375,1173,29,71,NA,2.4482758620689653,NA,26,48.8,555,2.3,16,18,2.2,94.2,2.9,0.7,53.3,46.7,64,81.3,9.4,Queens,40.70638765800049,-73.75353002199967
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,49,402,398,402,1202,2.5,NA,NA,NA,NA,25,50.8,443,2.3,14.7,9,4.3,82.8,9.7,0.5,56.9,43.1,91,60.4,2.2,Queens,40.6682322880004,-73.75683989399965
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,59,436,427,424,1287,14,21,NA,1.5,NA,28,45,474,1.7,9.1,4,9.3,73.8,14.1,1.3,47.3,52.7,103,78.6,2.9,Queens,40.6682322880004,-73.75683989399965
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,43,370,367,363,1100,40,43,NA,1.075,NA,24,51.2,473,1.9,14.4,25,3.4,84.1,10.4,0.8,43.1,56.9,36,77.8,13.9,Queens,40.6682322880004,-73.75683989399965
29Q326,CAMBRIA HEIGHTS ACADEMY,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,22,71.1,147,2,13.6,5,3.4,87.1,7.5,2,55.1,44.9,NA,NA,NA,Queens,40.7118182200004,-73.77119187599965
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",78,400,426,394,1220,22,31,8,1.4090909090909092,25.806451612903224,24,47.9,412,5.1,10.4,22,6.8,79.6,11.9,0.7,60.4,39.6,108,67.6,9.300000000000002,Queens,40.6955363360004,-73.73491834199967
29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",52,385,377,377,1139,2.5,NA,NA,NA,NA,28,45.1,454,2.9,13.9,36,4.4,83.3,10.6,0.9,48.7,51.3,125,57.6,10.4,NA,NA,NA
29Q496,"BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP HIGH SCHOOL",49,379,414,359,1152,2.5,NA,NA,NA,NA,32,43.5,353,6.5,19,30,6.2,85.3,5.4,0.8,67.1,32.9,116,44.8,19,NA,NA,NA
29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,62,393,381,377,1151,2.5,NA,NA,NA,NA,28,51.5,481,3.5,14.8,9,4,85.9,8.5,1.5,42.8,57.2,94,76.6,6.4,Queens,40.6955363360004,-73.73491834199967
30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,22,68.1,495,5.5,5.3,1,39.2,4.2,40.4,16.2,0,100,NA,NA,NA,Queens,40.7712508960004,-73.92460167099966
30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,98,410,440,405,1255,2.5,NA,NA,NA,NA,22,54.1,419,2.9,14.6,4,6,20.5,53.5,18.9,53.2,46.8,NA,NA,NA,Queens,40.7411373280004,-73.94968859899967
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,395,414,449,412,1275,243,330,97,1.3580246913580247,29.393939393939394,29,33.7,2945,17.9,12.1,176,28.9,7.3,48.8,14.5,53.7,46.3,810,55.4,13.6,Queens,40.7581246750004,-73.91033330899967
30Q450,LONG ISLAND CITY HIGH SCHOOL,392,403,420,395,1218,406,805,169,1.9827586206896552,20.99378881987578,25,62.8,3386,13.2,13.8,186,13.2,11.4,62.7,12.5,51.3,48.7,718,58.5,12.8,Queens,40.76576393800047,-73.93272598499965
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,174,504,496,494,1494,108,136,38,1.2592592592592593,27.941176470588236,28,29.7,756,0.1,1.9,0,8.7,16.9,27.2,46.3,30,70,171,94.7,1.8,Queens,40.7565280740004,-73.92514064399967
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,148,407,434,398,1239,51,74,13,1.4509803921568627,17.56756756756757,27,73.7,917,9.6,16,44,15.6,18.1,56.6,9.4,71.8,28.2,267,67.4,12.4,Queens,40.7479235230004,-73.94656565899965
30Q555,NEWCOMERS HIGH SCHOOL,143,323,475,329,1127,119,163,140,1.3697478991596639,85.88957055214725,27,81.2,932,90.3,0,NA,48.3,5.6,43.5,2.6,53.2,46.8,214,66.4,14.5,Queens,40.75138083400048,-73.93744971899963
30Q575,ACADEMY OF AMERICAN STUDIES,135,487,492,491,1470,101,170,119,1.683168316831683,70,31,52.4,704,5.7,8,7,29.1,6.8,34.7,29.4,45,55,155,80.6,1.9,Queens,40.75130057800049,-73.93742387699967
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,61,524,568,544,1636,2.5,NA,NA,NA,NA,20,32.2,440,0,0.2,0,34.8,3.2,24.3,37.3,44.8,55.2,72,98.6,1.4,Queens,40.7551748330004,-73.92682361399966
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,137,452,451,450,1353,2.5,NA,NA,NA,NA,26,29,532,0.2,13.9,7,11.5,12,17.9,58.5,41.5,58.5,80,95,1.3,Staten Island,40.5820220260004,-74.15784841899966
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,61,398,412,385,1195,2.5,NA,NA,NA,NA,24,35.4,408,1,22.8,4,5.9,15.7,17.6,60,52,48,NA,NA,NA,Staten Island,40.5820220260004,-74.15784841899966
31R080,THE MICHAEL J. PETRIDES SCHOOL,107,472,488,466,1426,162,243,66,1.5,27.160493827160494,30,32.3,1308,1.6,18.5,33,8.1,18.8,16.9,55.9,49.2,50.8,113,88.5,2.7,Staten Island,40.6074530240004,-74.10148222999965
31R440,NEW DORP HIGH SCHOOL,391,424,437,416,1277,96,118,62,1.2291666666666667,52.54237288135594,28,42.3,2658,5.9,16.9,151,7,12.1,27.3,53.3,52.5,47.5,509,73.7,8.800000000000002,Staten Island,40.569182427,-74.10730080799965
31R445,PORT RICHMOND HIGH SCHOOL,271,424,438,417,1279,194,304,76,1.5670103092783505,25,28,53.3,2151,5.3,20.9,172,6.8,30.9,37.6,24.2,54.8,45.2,519,63.6,10.6,Staten Island,40.6338429870004,-74.14210688899965
31R450,CURTIS HIGH SCHOOL,375,437,435,429,1301,247,295,90,1.194331983805668,30.508474576271187,27,54.3,2552,6.1,14.7,172,7.3,38.4,31.9,21.8,46.4,53.6,649,69.2,9.700000000000001,Staten Island,40.6447449010004,-74.08134127399967
31R455,TOTTENVILLE HIGH SCHOOL,807,462,486,470,1418,396,687,206,1.7348484848484849,29.985443959243085,30,18.4,3875,1.4,13.9,153,5.4,2.1,9.9,82.1,49.6,50.4,1069,82,8.1,Staten Island,40.52822876700048,-74.19215369799963
31R460,SUSAN E. WAGNER HIGH SCHOOL,535,455,474,459,1388,279,408,175,1.4623655913978495,42.8921568627451,29,41.4,3243,3.4,18.8,308,14.6,11.3,24.1,49.4,50.8,49.2,912,75.9,8,Staten Island,40.5986523860004,-74.12310475899966
31R470,CONCORD HIGH SCHOOL,10,466,455,414,1335,2.5,NA,NA,NA,NA,22,56.9,179,2.2,17.3,3,1.7,38,39.7,19.6,45.8,54.2,52,34.6,21.2,NA,NA,NA
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,94,416,422,397,1235,2.5,NA,NA,NA,NA,28,59.7,675,3.6,26.2,69,4.6,40.3,33.2,21.6,67.1,32.9,175,55.4,9.700000000000001,Staten Island,40.64274104400044,-74.07871106299967
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,227,635,682,636,1953,528,905,809,1.7140151515151516,89.39226519337016,30,17,1104,0.1,0.5,0,31.8,1.1,5.3,61.3,57,43,288,99.7,0,Staten Island,40.56791300300045,-74.11536224299965
31R607,YOUNG ADULT BOROUGH CENTER AT STATEN IS TECH HS,10,405,375,370,1150,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,50,380,366,352,1098,2.5,NA,NA,NA,NA,22,88.7,362,32.9,17.7,36,0.6,21,77.1,0.8,50,50,99,66.7,10.1,Brooklyn,40.69696184800045,-73.91081593899963
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICEBUSHWICK,88,384,409,361,1154,47,64,13,1.3617021276595744,20.3125,23,86.9,606,15.3,12.2,30,1.7,9.2,88.1,0.7,52.1,47.9,161,62.7,3.7,Brooklyn,40.69448184500049,-73.92915352799963
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,75,348,353,334,1035,2.5,NA,NA,NA,NA,23,75.1,434,18.2,18.4,23,0.5,28.3,68.7,1.8,48.4,51.6,97,76.3,9.300000000000002,Brooklyn,40.69696184800045,-73.91081593899963
32K552,ACADEMY OF URBAN PLANNING,67,342,364,354,1060,76,100,10,1.3157894736842106,10,24,77.1,398,23.9,22.1,47,1.5,26.4,70.4,1,54.5,45.5,115,47.8,8.700000000000001,Brooklyn,40.69696184800045,-73.91081593899963
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,39,428,465,422,1315,7,8,NA,1.1428571428571428,NA,18,81.4,263,2.7,4.9,2,5.3,12.9,79.5,1.5,52.1,47.9,43,83.7,4.7,Brooklyn,40.6974077960004,-73.91315346199963
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,23,347,358,350,1055,34,35,18,1.0294117647058822,51.42857142857142,25,88,462,18.2,18.6,51,0.9,21.2,77.3,0,53.2,46.8,117,55.6,18.8,Brooklyn,40.6949957630004,-73.92798626699965
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,24,359,317,358,1034,2.5,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,7.8,40.6,NA,NA,NA
75K371,P.S. 371 s LILLIAN L. RASHKIS,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75M035,P.S. 035,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75Q256,P.S. Q256,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75Q811,P.S. Q811,32,429,444,433,1306,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75R025,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75X012,P.S. X012 LEWIS AND CLARK SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75X754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79M645,SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79Q950,GED PLUS s CITYWIDE,8,496,400,426,1322,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79X490,PHOENIX ACADEMY,9,367,370,360,1097,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
